1822	global_vs_local_explanations	Global vs local explanations
1823	inherently_interpretable_models	Inherently interpretable models: decision trees, rule lists, GAMs (EBM / Explainable Boosting Machine)
1824	differential_privacy	Differential privacy: ε-differential privacy, DP-SGD, privacy budget, composition theorems
1825	federated_learning	Federated learning: FedAvg, FedProx, communication efficiency, non-IID data challenges, privacy guarantees
1826	secure_multi_party_computation	Secure multi-party computation (SMPC)
1827	homomorphic_encryption_for_ml	Homomorphic encryption for ML
1828	data_anonymization	Data anonymization: k-anonymity, l-diversity, t-closeness
1829	model_inversion_attacks_membership_inference_att	Model inversion attacks, membership inference attacks
1830	machine_unlearning	Machine unlearning
1831	adversarial_examples	Adversarial examples: FGSM, PGD, C&W attack, AutoAttack
1832	adversarial_training	Adversarial training: PGD-AT, TRADES
1833	certified_robustness	Certified robustness: randomized smoothing, interval bound propagation
1834	backdoor_attacks_defenses	Backdoor attacks & defenses
1835	data_poisoning_attacks	Data poisoning attacks
1836	robustness_evaluation	Robustness evaluation: robust accuracy, certified radius
1837	alignment_problem	Alignment problem: outer alignment, inner alignment, mesa-optimization
1838	reward_hacking_reward_misspecification	Reward hacking / reward misspecification
1839	scalable_oversight	Scalable oversight: RLHF, debate, recursive reward modeling
1841	red_teaming_llms	Red teaming LLMs: manual, automated, adversarial prompting
1842	prompt_injection	Prompt injection: direct, indirect, jailbreaking
1843	guardrails	Guardrails: input/output filtering, Llama Guard, NeMo Guardrails
1844	ai_governance	AI governance: EU AI Act, NIST AI RMF, risk categories
1845	hallucination_detection_mitigation_in_llms	Hallucination detection & mitigation in LLMs
1846	sources_of_bias	Sources of bias: data, label, measurement, historical
1847	impossibility_results	Impossibility results: mutual exclusivity of fairness criteria
1848	individual_vs_group_fairness	Individual vs group fairness
1849	debiasing_word_embeddings	Debiasing word embeddings
1850	shap_values	SHAP values: Shapley values from game theory, TreeSHAP, DeepSHAP
1851	lime	LIME: local linear approximation
1852	global_interpretability	Global interpretability: feature importance, partial dependence plots (PDP)
1853	ice	ICE (Individual Conditional Expectation) plots
1854	attention_visualization	Attention visualization (caution: not ground truth)
1855	probing_classifiers_for_llms	Probing classifiers for LLMs
1856	mechanistic_interpretability	Mechanistic interpretability: circuits, superposition
1857	saliency_maps_gradcam_for_cnns	Saliency maps, GradCAM for CNNs
1859	model_evasion_attacks	Model evasion attacks
1860	backdoor_attacks_trojan_models	Backdoor attacks, trojan models
1861	robustness_to_distribution_shift	Robustness to distribution shift
1863	dp_sgd	DP-SGD: training with privacy guarantees
1865	fedavg_algorithm	FedAvg algorithm
1866	homomorphic_encryption	Homomorphic encryption (theoretical)
1868	reward_hacking_goodhart_s_law	Reward hacking, Goodhart's law
1869	specification_gaming	Specification gaming
1870	rlhf_as_alignment_technique	RLHF as alignment technique
1871	debate_as_alignment_strategy	Debate as alignment strategy
1872	interpretability_for_alignment	Interpretability for alignment
1873	ai_safety_research_landscape	AI safety research landscape: MIRI, Anthropic, ARC
1874	pretext_tasks	Pretext tasks: rotation prediction, jigsaw puzzle, colorization, inpainting
1875	contrastive_learning	Contrastive learning: positive/negative pairs, InfoNCE loss, temperature
1876	simclr	SimCLR: augmentation-based, large batch, projection head
1877	moco	MoCo (Momentum Contrast): momentum encoder, queue of negatives
1878	byol	BYOL (Bootstrap Your Own Latent): no negative pairs, exponential moving average target
1879	swav	SwAV: online clustering, multi-crop strategy
1880	barlow_twins	Barlow Twins: cross-correlation, redundancy reduction
1881	vicreg	VICReg: variance-invariance-covariance regularization
1883	masked_image_modeling	Masked image modeling: BEiT, MAE, SimMIM, data2vec
1884	joint_embedding_predictive_architectures	Joint-embedding predictive architectures (JEPA): I-JEPA, V-JEPA
1886	fine_tuning	Fine-tuning: full model, head-only, gradual unfreezing, discriminative learning rates
1887	domain_shift	Domain shift: covariate shift, label shift, concept drift
1888	when_transfer_learning_helps_vs_hurts	When transfer learning helps vs hurts (negative transfer)
1889	unsupervised_domain_adaptation	Unsupervised domain adaptation: DANN (Domain-Adversarial Neural Network), gradient reversal layer
1890	maximum_mean_discrepancy	Maximum Mean Discrepancy (MMD) for distribution alignment
1891	self_training_for_domain_adaptation	Self-training for domain adaptation
1892	test_time_adaptation_test_time_training	Test-time adaptation / test-time training (TTT, TENT)
1893	source_free_domain_adaptation	Source-free domain adaptation
1894	learning_to_learn	Learning to learn: task distribution, inner loop, outer loop
1895	maml	MAML (Model-Agnostic Meta-Learning): second-order gradients, first-order approximations (FOMAML, Reptile)
1896	prototypical_networks	Prototypical Networks: class prototypes, embedding space, distance-based classification
1897	matching_networks	Matching Networks: attention over support set
1898	relation_networks	Relation Networks: learned comparison function
1899	meta_learning_for_hyperparameter_optimization	Meta-learning for hyperparameter optimization
1900	meta_learning_for_architecture_search	Meta-learning for architecture search
1901	n_way_k_shot_classification	N-way K-shot classification: support set, query set, episodes
1902	zero_shot_learning	Zero-shot learning: attribute-based, semantic embeddings, generalized zero-shot learning
1903	in_context_learning_in_llms_as_meta_learning	In-context learning in LLMs as meta-learning
1904	prompt_based_few_shot_with_llms	Prompt-based few-shot with LLMs
1905	hinton_et_al	Hinton et al.: teacher-student framework, soft targets, temperature
1906	feature_based_distillation	Feature-based distillation: FitNets, attention transfer
1907	self_distillation	Self-distillation: Born-Again Networks
1908	online_distillation	Online distillation: Deep Mutual Learning
1909	task_specific_distillation	Task-specific distillation: DistilBERT, TinyBERT
1910	unstructured_pruning	Unstructured pruning: magnitude pruning, lottery ticket hypothesis, iterative magnitude pruning (IMP)
1911	structured_pruning	Structured pruning: filter pruning, channel pruning, layer removal
1912	pruning_at_initialization	Pruning at initialization: SNIP, GraSP
1913	dynamic_pruning_conditional_computation	Dynamic pruning / conditional computation
1914	sparsegpt_wanda_for_llm_pruning	SparseGPT, Wanda for LLM pruning
1917	mixed_precision	Mixed-precision: FP32, FP16, BF16, INT8, INT4
1918	dynamic_quantization	Dynamic quantization
1920	search_space_design	Search space design: cell-based, macro-based
1921	search_strategies	Search strategies: reinforcement learning-based (Zoph & Le), evolutionary, differentiable (DARTS), one-shot (supernet, weight sharing)
1922	efficiency_aware_nas	Efficiency-aware NAS: FBNet, EfficientNet, MnasNet, hardware-aware NAS
1923	once_for_all	Once-for-all (OFA) networks
1924	operator_fusion_graph_optimization	Operator fusion, graph optimization
1925	flash_attention_memory_efficient_attention	Flash Attention & memory-efficient attention
1927	token_merging_token_pruning_for_vits	Token merging / token pruning for ViTs
1928	early_exit_adaptive_computation	Early exit / adaptive computation
1929	catastrophic_forgetting	Catastrophic forgetting: causes, measurement
1930	regularization_based	Regularization-based: EWC (Elastic Weight Consolidation), SI (Synaptic Intelligence), LwF (Learning without Forgetting)
1931	replay_based	Replay-based: experience replay, generative replay
1932	architecture_based	Architecture-based: progressive neural networks, PackNet
1933	task_incremental_vs_class_incremental_vs_domain_	Task-incremental vs class-incremental vs domain-incremental settings
1934	manual_curriculum_design	Manual curriculum design: easy-to-hard ordering
1935	self_paced_learning	Self-paced learning: automatic difficulty-based weighting
1936	anti_curriculum_hard_example_mining	Anti-curriculum & hard example mining
1937	competence_based_curriculum	Competence-based curriculum
1938	query_strategies	Query strategies: uncertainty sampling (entropy, margin, least confidence), query-by-committee, expected model change, diversity sampling, Bayesian active learning (BALD)
1939	batch_mode_active_learning	Batch-mode active learning
1940	active_learning_for_nlp_cv_structured_prediction	Active learning for NLP, CV, structured prediction
1941	human_in_the_loop_ml_pipelines	Human-in-the-loop ML pipelines
1942	neural_theorem_provers	Neural theorem provers
1943	differentiable_programming_with_logic	Differentiable programming with logic: DeepProbLog, NeurASP
1944	neural_module_networks	Neural module networks
1945	concept_bottleneck_models	Concept bottleneck models
1946	symbol_grounding_problem	Symbol grounding problem
1947	foundation_model_concept	Foundation model concept: pretrain once, adapt everywhere
1948	emergent_abilities	Emergent abilities: in-context learning, chain-of-thought reasoning, tool use
1950	chinchilla_optimal	Chinchilla optimal: compute-optimal data-parameter ratio
1951	multi_modal_foundation_models	Multi-modal foundation models: unified architectures
1952	test_time_compute_scaling	Test-time compute scaling: using more inference compute for harder problems
1955	geometric_deep_learning	Geometric deep learning: equivariant neural networks, group theory, symmetry-preserving architectures
1956	neural_odes	Neural ODEs: continuous-depth networks, adjoint method
1957	kolmogorov_arnold_networks	Kolmogorov-Arnold Networks (KANs)
1958	retrieval_augmented_pretraining	Retrieval-augmented pretraining: RETRO
1959	instruction_following_constitutional_ai	Instruction-following & constitutional AI
1960	ai_for_science	AI for science: protein folding (AlphaFold), drug discovery, materials science, weather forecasting (GraphCast, Pangu-Weather)
1961	world_models_for_robotics_planning	World models for robotics & planning
1962	colorization	Colorization
1963	patch_ordering	Patch ordering (jigsaw)
1964	next_frame_prediction	Next frame prediction
1966	moco_v2_v3	MoCo v2, v3
1968	simsiam	SimSiam: collapse prevention without negatives
1970	temperature_parameter_in_infonce	Temperature parameter in InfoNCE
1971	batch_size_effects_on_contrastive_learning	Batch size effects on contrastive learning
1972	high_masking_ratio	High masking ratio (75%) for images
1973	asymmetric_encoder_decoder	Asymmetric encoder-decoder
1974	patch_embedding_masked_tokens	Patch embedding, masked tokens
1975	data2vec	Data2Vec: masked prediction across modalities
1976	i_jepa	I-JEPA: latent space prediction
1977	pre_training_on_large_corpus_fine_tuning_on_down	Pre-training on large corpus, fine-tuning on downstream task
1979	linear_probing_vs_full_fine_tuning_comparison	Linear probing vs full fine-tuning comparison
1980	few_shot_learning	Few-shot learning: Prototypical Networks, Matching Networks, MAML
1982	kaplan_et_al	Kaplan et al. (2020): compute, data, parameters power laws
1983	emergent_abilities_at_scale	Emergent abilities at scale
1984	scaling_laws_for_fine_tuning	Scaling laws for fine-tuning
1985	data_scaling	Data scaling: quality > quantity
1986	debate	Debate: scaling hypothesis vs architectural innovations
1987	chain_of_thought_as_test_time_compute	Chain-of-Thought as test-time compute
1989	process_reward_models	Process Reward Models (PRM) vs Outcome Reward Models (ORM)
1990	mcts_for_llm_reasoning	MCTS for LLM reasoning
1991	openai_o1_o3	OpenAI o1, o3: hidden chain-of-thought
1992	deepseek_r1	DeepSeek-R1: RL-based reasoning
1993	scaling_inference	Scaling inference: trade compute at test time for accuracy
1994	top_k_routing	Top-k routing: select k experts per token
1995	switch_transformer	Switch Transformer: k=1, auxiliary loss
1996	gshard_glam	GShard, GLaM
1997	deepseek_moe	DeepSeek-MoE: fine-grained expert partitioning
1998	expert_parallelism_for_training	Expert parallelism for training
1999	dead_expert_problem	Dead expert problem
2000	s4	S4 (Structured State Spaces): HiPPO, LSSL
2001	mamba	Mamba: selective SSM, hardware-aware algorithm
2002	mamba_2	Mamba-2: SSD framework, connections to attention
2004	retnet	RetNet: retention mechanism
2005	hybrid_models	Hybrid models: Jamba, Zamba
2006	ssms_vs_attention	SSMs vs attention: efficiency vs expressiveness
2007	context_window	Context window: 8K → 128K → 1M tokens
2008	retrieval_augmented_long_context	Retrieval augmented long context
2009	streaming_llm	Streaming LLM: attention sink
2010	external_memory	External memory: MemGPT
2011	infinite_context	Infinite context: InfLLM, InfiniteAttention
2012	any_to_any_models	Any-to-any models: text, image, audio, video unified
2013	unified_tokenization_of_all_modalities	Unified tokenization of all modalities
2014	show_o_janus	Show-o, Janus: understanding + generation in one model
2015	gpt_4o_real_time_audio	GPT-4o real-time audio
2016	gemini_2_0_flash	Gemini 2.0 Flash: natively multimodal generation
2017	alphafold2_alphafold3	AlphaFold2, AlphaFold3: protein structure prediction
2018	drug_discovery_with_ml	Drug discovery with ML
2019	graph_neural_networks_for_molecular_property_pre	Graph neural networks for molecular property prediction
2020	climate_modeling_with_ml	Climate modeling with ML
2021	materials_science	Materials science: crystal property prediction
2022	genomics	Genomics: DNA language models
2023	rt_2_rt_x	RT-2, RT-X: vision-language-action models
2024	diffusion_policy	Diffusion Policy
2025	slam_and_navigation	SLAM and navigation
2026	sensor_fusion	Sensor fusion: LiDAR, cameras, radar, IMU
2028	slam	SLAM: Simultaneous Localization and Mapping (visual SLAM, LiDAR SLAM)
2029	occupancy_prediction	Occupancy prediction
2030	motion_planning	Motion planning: RRT, A*, PRM, trajectory optimization
2031	model_predictive_control	Model Predictive Control (MPC)
2032	end_to_end_learning_for_autonomous_driving	End-to-end learning for autonomous driving
2033	behaviour_cloning_imitation_learning_for_robotic	Behaviour cloning & imitation learning for robotics
2035	learning_from_demonstrations	Learning from demonstrations (LfD)
2036	reward_learning_for_robots	Reward learning for robots
2037	manipulation	Manipulation: grasping, dexterous manipulation
2038	foundation_models_for_robotics	Foundation models for robotics: RT-1, RT-2, SayCan, PaLM-E, VIMA
2039	language_conditioned_policies	Language-conditioned policies
